"","ensembl_gene_id","hgnc_symbol","description","chromosome_name","band","occurences","median_log2FC","sd_log2FC","mean_log2FC","chr_band","Blood","Cerebellum","Cortex","Endothelia","ESCs","fetalliver","Fibroblasts","Forebrain","Heart","Hippocampus","iPSCs","Liver","Muscle","NPCs","Placenta","Thymus","wholebrain","wholeembryo","entropy","pseudotscore","interactor_level","tad"
"ENSG00000176014","ENSG00000176014","TUBB6","tubulin beta 6 class V ","18","p11.21",5,0.697759131341673,1.18319194152462,0.643530948058818,"18p11.21",0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1.21618386246798,"1",2711
"ENSG00000176463","ENSG00000176463","SLCO3A1","solute carrier organic anion transporter family member 3A1 ","15","q26.1",5,-0.85725049804141,2.94467496042175,0.198948237936896,"15q26.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.151073306904809,"5+",2505
"ENSG00000176490","ENSG00000176490","DIRAS1","DIRAS family GTPase 1 ","19","p13.3",5,-1.52309976568847,0.535807241576659,-1.50329750299505,"19p13.3",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-6.27366550181588,"5+",2779
"ENSG00000179639","ENSG00000179639","FCER1A","Fc fragment of IgE receptor Ia ","1","q23.2",5,3.84927113469801,1.28802935367277,4.16251995066788,"1q23.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.22629305058302,"2",220
"ENSG00000180530","ENSG00000180530","NRIP1","nuclear receptor interacting protein 1 ","21","q21.1",5,1.02856543389434,0.256761651245474,0.996833728421213,"21q21.1",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,4,8.68115611580719,"0",2926
"ENSG00000182463","ENSG00000182463","TSHZ2","teashirt zinc finger homeobox 2 ","20","q13.2",5,-0.627985956972436,2.30964391812363,0.41290443128098,"20q13.2",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.399750961310626,"5+",2910
"ENSG00000182871","ENSG00000182871","COL18A1","collagen type XVIII alpha 1 chain ","21","q22.3",5,0.986771385397853,1.38398348847991,0.62401501966446,"21q22.3",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1.00820567193555,"0",2957
"ENSG00000183347","ENSG00000183347","GBP6","guanylate binding protein family member 6 ","1","p22.2",5,0.944399708709281,0.180528946242796,0.907345260834456,"1p22.2",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,11.2385615964292,"2",146
"ENSG00000184058","ENSG00000184058","TBX1","T-box 1 ","22","q11.21",5,1.01827256572533,4.5812723407598,0.798278034258673,"22q11.21",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0.389630612802918,"2",2961
"ENSG00000196352","ENSG00000196352","CD55","CD55 molecule (Cromer blood group) ","1","q32.2",5,0.897744913295253,0.713256262416958,0.639573538489871,"1q32.2",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2.0050716467981,"2",299
"ENSG00000196428","ENSG00000196428","TSC22D2","TSC22 domain family member 2 ","3","q25.1",5,-0.60281537479836,0.862338152531707,-0.0528262791113438,"3q25.1",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,-0.136980082285062,"5+",756
"ENSG00000196576","ENSG00000196576","PLXNB2","plexin B2 ","22","q13.33",5,-0.802777846041578,0.76753763489683,-0.669253634750477,"22q13.33",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,-1.94973712486689,"3",2993
"ENSG00000197971","ENSG00000197971","MBP","myelin basic protein ","18","q23",5,-0.950223079179619,2.95321360939635,-1.87349743217112,"18q23",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.41854541123499,"3",2773
"ENSG00000198743","ENSG00000198743","SLC5A3","solute carrier family 5 member 3 ","21","q22.11",5,0.838917625381457,0.605950821913957,1.19959391918196,"21q22.11",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,4.42671822807946,"0",2942
"ENSG00000198964","ENSG00000198964","SGMS1","sphingomyelin synthase 1 ","10","q11.23",5,0.962916894353137,1.13748235163291,0.494924799362627,"10q11.23",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.972925420369452,"2",1872
"ENSG00000205929","ENSG00000205929","C21orf62","chromosome 21 open reading frame 62 ","21","q22.11",5,0.896875183353023,1.21258424761195,0.837278446487321,"21q22.11",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1.5439846972515,"0",2940
"ENSG00000244405","ENSG00000244405","ETV5","ETS variant 5 ","3","q27.2",5,-0.829275111244552,0.938154178997831,-0.57156114058582,"3q27.2",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.36230226572402,"2",NA
"ENSG00000253293","ENSG00000253293","HOXA10","homeobox A10 ","7","p15.2",5,-1.24179015047794,3.63827394412358,-0.75970414573778,"7p15.2",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,-0.466910996463543,"3",NA
"ENSG00000258405","ENSG00000258405","ZNF578","zinc finger protein 578 ","19","q13.41",5,1.51432695833036,3.69413158579056,1.17823561695186,"19q13.41",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.713189249443571,"5+",NA
"ENSG00000262938","ENSG00000262938","C21orf62","chromosome 21 open reading frame 62 ","21","",5,0.983041762467046,0.580685117361697,1.24619974982181,"21",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4.798792445044,"0",NA
"ENSG00000000971","ENSG00000000971","CFH","complement factor H ","1","q31.3",4,1.56484100560379,1.22003095630833,2.04681086423429,"1q31.3",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3.35534250774703,"2",281
"ENSG00000003989","ENSG00000003989","SLC7A2","solute carrier family 7 member 2 ","8","p22",4,1.66401093373787,1.78591222297392,0.959104555220264,"8p22",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1.07407804581028,"5+",1534
"ENSG00000010803","ENSG00000010803","SCMH1","Scm polycomb group protein homolog 1 ","1","p34.2",4,-0.804716344586958,0.248041765424203,-0.847297491857835,"1p34.2",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,-6.83189373699852,"5+",80
"ENSG00000011405","ENSG00000011405","PIK3C2A","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha ","11","p15.1",4,-0.0802961435926095,1.21193525005896,-0.190286120267759,"11p15.1",0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,-0.314020275024596,"1",1974
"ENSG00000012124","ENSG00000012124","CD22","CD22 molecule ","19","q13.12",4,-1.5552878167526,0.491472479322585,-1.36526529205874,"19q13.12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5.55581583709646,"2",2818
"ENSG00000018408","ENSG00000018408","WWTR1","WW domain containing transcription regulator 1 ","3","q25.1",4,-0.0376552696465415,1.86504178315153,-0.322656132992538,"3q25.1",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.346004187045415,"2",754
"ENSG00000019582","ENSG00000019582","CD74","CD74 molecule ","5","q33.1",4,1.41197904270856,0.489617585271491,1.53032258877909,"5q33.1",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,6.25109324016838,"2",1145
"ENSG00000022355","ENSG00000022355","GABRA1","gamma-aminobutyric acid type A receptor alpha1 subunit ","5","q34",4,1.98119194506979,1.9767366324836,1.79577206214614,"5q34",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.81690573507499,"2",1156
"ENSG00000029534","ENSG00000029534","ANK1","ankyrin 1 ","8","p11.21",4,1.49123931802676,2.38984160268808,0.400760087385588,"8p11.21",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.335386317599305,"1",1561
"ENSG00000035403","ENSG00000035403","VCL","vinculin ","10","q22.2",4,0.870818645129174,0.416815468983251,0.978586443237923,"10q22.2",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.69553803089418,"1",1895
"ENSG00000053438","ENSG00000053438","NNAT","neuronatin ","20","q11.23",4,1.74376321577667,3.81618194323217,1.33398040602063,"20q11.23",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.69911782292581,"5+",2892
"ENSG00000054219","ENSG00000054219","LY75","lymphocyte antigen 75 ","2","q24.2",4,0.289806150949538,5.89944536030371,0.519159203422532,"2q24.2",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.176002716091197,"5+",509
"ENSG00000054983","ENSG00000054983","GALC","galactosylceramidase ","14","q31.3",4,-0.28512491575319,3.51096000078205,-1.15493795368109,"14q31.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.657904364290016,"2",NA
"ENSG00000055118","ENSG00000055118","KCNH2","potassium voltage-gated channel subfamily H member 2 ","7","q36.1",4,-0.00898722779576988,1.5517173097251,-0.0345034981873323,"7q36.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0444713711332447,"1",1511
"ENSG00000057294","ENSG00000057294","PKP2","plakophilin 2 ","12","p11.21",4,-0.0883317515859056,1.85238616709391,0.390923852848681,"12p11.21",0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0.422075979396861,"2",2153
"ENSG00000057657","ENSG00000057657","PRDM1","PR/SET domain 1 ","6","q21",4,1.15267714335914,1.87276359024825,0.262810630934596,"6q21",1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0.280666104684102,"2",1279
"ENSG00000064225","ENSG00000064225","ST3GAL6","ST3 beta-galactoside alpha-2,3-sialyltransferase 6 ","3","q12.1",4,1.31989129647509,3.23426110201244,0.0671951605946402,"3q12.1",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0.041552093956069,"2",699
"ENSG00000067167","ENSG00000067167","TRAM1","translocation associated membrane protein 1 ","8","q13.3",4,0.788466534123093,0.901585631204775,0.546591994201193,"8q13.3",1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1.21251265610964,"2",1586
"ENSG00000067182","ENSG00000067182","TNFRSF1A","TNF receptor superfamily member 1A ","12","p13.31",4,-0.887776590495215,0.475343585426469,-1.09968943760477,"12p13.31",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-4.62692448712926,"2",NA
"ENSG00000068831","ENSG00000068831","RASGRP2","RAS guanyl releasing protein 2 ","11","q13.1",4,1.06731759711755,0.541636065066453,1.14335654030121,"11q13.1",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4.22186266404151,"2",2024
"ENSG00000070214","ENSG00000070214","SLC44A1","solute carrier family 44 member 1 ","9","q31.1",4,-0.0134267120393207,1.52489141304497,-0.0851841358378668,"9q31.1",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,-0.111724854778698,"5+",1767
"ENSG00000071967","ENSG00000071967","CYBRD1","cytochrome b reductase 1 ","2","q31.1",4,0.913060183350145,0.384372929850959,1.07018255032147,"2q31.1",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.56845952047889,"5+",518
"ENSG00000072110","ENSG00000072110","ACTN1","actinin alpha 1 ","14","q24.1",4,-0.757119735947668,1.24126196370226,-0.200276735101705,"14q24.1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.322698577670661,"1",2391
"ENSG00000072952","ENSG00000072952","MRVI1","murine retrovirus integration site 1 homolog ","11","p15.4",4,0.856149823152739,1.1885064770977,0.38495311223728,"11p15.4",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0.64779304051809,"3",1966
"ENSG00000073464","ENSG00000073464","CLCN4","chloride voltage-gated channel 4 ","X","p22.2",4,-1.03015404127703,2.13446018650316,-0.821156865798415,"Xp22.2",1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,-0.769428140183489,"5+",3000
"ENSG00000073792","ENSG00000073792","IGF2BP2","insulin like growth factor 2 mRNA binding protein 2 ","3","q27.2",4,-2.920498381931,1.74732127036314,-2.88520289425625,"3q27.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.30242977429862,"2",791
"ENSG00000073921","ENSG00000073921","PICALM","phosphatidylinositol binding clathrin assembly protein ","11","q14.2",4,1.37681861393743,1.15900331241442,0.906088123499923,"11q14.2",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1.56356433807316,"1",2053
"ENSG00000075151","ENSG00000075151","EIF4G3","eukaryotic translation initiation factor 4 gamma 3 ","1","p36.12",4,-0.86680394034307,1.3721095159757,-0.213751866418925,"1p36.12",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,-0.31156677208368,"2",37
"ENSG00000075340","ENSG00000075340","ADD2","adducin 2 ","2","p13.3",4,-0.951195679811449,1.47936428332376,-0.32081195673943,"2p13.3",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.433715968887183,"4",430
"ENSG00000077080","ENSG00000077080","ACTL6B","actin like 6B ","7","q22.1",4,0.794266752832155,1.30881998116111,0.65276566442258,"7q22.1",0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0.997487315014067,"1",1460
"ENSG00000077238","ENSG00000077238","IL4R","interleukin 4 receptor ","16","p12.1",4,-0.0803948697064265,0.921512637228731,-0.116088890863995,"16p12.1",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.251952900424914,"2",2552
"ENSG00000078018","ENSG00000078018","MAP2","microtubule associated protein 2 ","2","q34",4,1.03871011345918,2.98586424050328,0.111797626172761,"2q34",0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0.0748846010185091,"3",559
"ENSG00000078328","ENSG00000078328","RBFOX1","RNA binding fox-1 homolog 1 ","16","p13.3",4,0.0681331688130595,1.95014972391077,0.104124606021643,"16p13.3",1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0.106786268505409,"5+",2527
"ENSG00000079950","ENSG00000079950","STX7","syntaxin 7 ","6","q23.2",4,-0.817705121484527,0.836868677773001,-0.443355380562707,"6q23.2",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.05955783108653,"2",1309
"ENSG00000082213","ENSG00000082213","C5orf22","chromosome 5 open reading frame 22 ","5","p13.3",4,0.678719456716347,0.980166741025375,0.411736238743602,"5p13.3",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.84013509438787,"5+",NA
"ENSG00000083290","ENSG00000083290","ULK2","unc-51 like autophagy activating kinase 2 ","17","p11.2",4,-0.144322503317252,1.65945308834563,0.0699389471158143,"17p11.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.0842915628130698,"3",NA
"ENSG00000083844","ENSG00000083844","ZNF264","zinc finger protein 264 ","19","q13.43",4,0.045885506737088,1.40338988204891,-0.0780473395292776,"19q13.43",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,-0.111226880751528,"3",2857
"ENSG00000085831","ENSG00000085831","TTC39A","tetratricopeptide repeat domain 39A ","1","p32.3",4,-0.736441317222163,1.04351691586348,-0.43435881437058,"1p32.3",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,-0.83249022180184,"5+",96
"ENSG00000088205","ENSG00000088205","DDX18","DEAD-box helicase 18 ","2","q14.1",4,0.0275321677766405,0.816049790526322,-0.0359516808086107,"2q14.1",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.0881114883576483,"1",471
"ENSG00000088387","ENSG00000088387","DOCK9","dedicator of cytokinesis 9 ","13","q32.3",4,1.0031790425603,0.668530651047877,1.20451842800498,"13q32.3",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3.60348003825097,"2",2325
"ENSG00000089916","ENSG00000089916","GPATCH2L","G-patch domain containing 2 like ","14","q24.3",4,-0.627787175120277,0.828061416308312,-0.417628139700157,"14q24.3",1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,-1.00868880369294,"5+",2399
"ENSG00000090060","ENSG00000090060","PAPOLA","poly(A) polymerase alpha ","14","q32.2",4,0.550986417293799,1.63601468864899,0.403566581498332,"14q32.2",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0.493353249574543,"2",2418
"ENSG00000091483","ENSG00000091483","FH","fumarate hydratase ","1","q43",4,-0.692077708088714,1.08120042667617,-0.224907327686974,"1q43",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.416032628433907,"2",346
"ENSG00000096384","ENSG00000096384","HSP90AB1","heat shock protein 90 alpha family class B member 1 ","6","p21.1",4,-0.00809278864681939,1.53236509490981,0.214331849898483,"6p21.1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.279739927006229,"1",1233
"ENSG00000100201","ENSG00000100201","DDX17","DEAD-box helicase 17 ","22","q13.1",4,0.0204352509267349,1.80841476510061,0.277835835911693,"22q13.1",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0.307270037021884,"2",2979
"ENSG00000100448","ENSG00000100448","CTSG","cathepsin G ","14","q12",4,0.759540546990849,2.90843788706474,-0.318864292192337,"14q12",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.2192684214509,"1",2349
"ENSG00000100979","ENSG00000100979","PLTP","phospholipid transfer protein ","20","q13.12",4,0.109887564724799,1.50796587108015,-0.0399907297511327,"20q13.12",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,-0.0530393034989414,"2",2898
"ENSG00000101144","ENSG00000101144","BMP7","bone morphogenetic protein 7 ","20","q13.31",4,-0.798960784247524,1.21743123236763,-0.711102721237531,"20q13.31",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,-1.16820187018628,"2",2915
"ENSG00000101191","ENSG00000101191","DIDO1","death inducer-obliterator 1 ","20","q13.33",4,-0.010351026152007,0.939233376633228,-0.139391666271269,"20q13.33",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,-0.29682008697547,"2",2922
"ENSG00000101276","ENSG00000101276","SLC52A3","solute carrier family 52 member 3 ","20","p13",4,-1.0991398503322,1.15332279352782,-0.881889292726338,"20p13",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,-1.5293017664704,"5+",2859
"ENSG00000101292","ENSG00000101292","PROKR2","prokineticin receptor 2 ","20","p12.3",4,1.02249093618162,0.368779002190468,1.02249093618162,"20p12.3",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5.5452774160581,"1",2863
"ENSG00000101439","ENSG00000101439","CST3","cystatin C ","20","p11.21",4,-0.916069418514637,1.10297663829507,-0.656967630856876,"20p11.21",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,-1.19126300240119,"1",2880
"ENSG00000101444","ENSG00000101444","AHCY","adenosylhomocysteinase ","20","q11.22",4,0.723985728928986,1.2156380192339,0.296703713170992,"20q11.22",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.488144839954866,"1",2887
"ENSG00000103647","ENSG00000103647","CORO2B","coronin 2B ","15","q23",4,-0.911962717639059,0.342896776124451,-0.999238991208661,"15q23",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,-5.82822039041858,"5+",2481
"ENSG00000104343","ENSG00000104343","UBE2W","ubiquitin conjugating enzyme E2 W ","8","q21.11",4,0.00152872815392513,0.788440423440168,0.0545435287388942,"8q21.11",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.138358022032678,"1",1590
"ENSG00000104763","ENSG00000104763","ASAH1","N-acylsphingosine amidohydrolase 1 ","8","p22",4,1.27629677626068,0.618138172887384,1.37641545854688,"8p22",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.4534232601022,"1",NA
"ENSG00000104899","ENSG00000104899","AMH","anti-Mullerian hormone ","19","p13.3",4,1.44142851927718,0.459531532815675,1.408987331446,"19p13.3",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,6.1322770292291,"3",2779
"ENSG00000105223","ENSG00000105223","PLD3","phospholipase D family member 3 ","19","q13.2",4,-1.01089068924513,1.08325543593607,-0.812206415337658,"19q13.2",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,-1.49956582426158,"2",2826
"ENSG00000105723","ENSG00000105723","GSK3A","glycogen synthase kinase 3 alpha ","19","q13.2",4,-0.932153282595996,0.0892857750952719,-0.91964678002437,"19q13.2",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,-20.6000738425145,"2",2830
"ENSG00000105856","ENSG00000105856","HBP1","HMG-box transcription factor 1 ","7","q22.3",4,0.955645376944205,0.503528362034964,1.14545250067345,"7q22.3",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4.54970399698721,"2",1470
"ENSG00000106327","ENSG00000106327","TFR2","transferrin receptor 2 ","7","q22.1",4,2.35075238823821,0.897714563757501,2.58070415849295,"7q22.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.74949825407996,"2",1460
"ENSG00000106624","ENSG00000106624","AEBP1","AE binding protein 1 ","7","p13",4,-0.952694846874708,1.69140674494092,-1.18001116844858,"7p13",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,-1.39530148141841,"5+",1406
"ENSG00000107249","ENSG00000107249","GLIS3","GLIS family zinc finger 3 ","9","p24.2",4,0.959969267604494,1.35599969167278,0.380360229463212,"9p24.2",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.561003415854753,"5+",1667
"ENSG00000108515","ENSG00000108515","ENO3","enolase 3 ","17","p13.2",4,-0.0963458858123804,1.15437730941639,-0.13477843713651,"17p13.2",0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,-0.233508465624032,"2",NA
"ENSG00000108582","ENSG00000108582","CPD","carboxypeptidase D ","17","q11.2",4,-0.118930605224524,1.05921114701936,-0.18722892841326,"17q11.2",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,-0.353525222879548,"2",2645
"ENSG00000108798","ENSG00000108798","ABI3","ABI family member 3 ","17","q21.32",4,0.649645821430724,0.979318839883458,0.481964979032265,"17q21.32",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.984286137269901,"5+",2661
"ENSG00000109436","ENSG00000109436","TBC1D9","TBC1 domain family member 9 ","4","q31.21",4,-1.89871978015236,1.61584896540506,-2.24175998035379,"4q31.21",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,-2.77471475162511,"5+",943
"ENSG00000109452","ENSG00000109452","INPP4B","inositol polyphosphate-4-phosphatase type II B ","4","q31.21",4,0.774838428042353,1.21366352507816,0.438361886116717,"4q31.21",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0.722377952469957,"1",945
"ENSG00000110148","ENSG00000110148","CCKBR","cholecystokinin B receptor ","11","p15.4",4,0.298346425012737,1.21230509773457,0.175375403462859,"11p15.4",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.289325523402619,"1",1961
"ENSG00000110195","ENSG00000110195","FOLR1","folate receptor 1 ","11","q13.4",4,0.955181946312999,0.188481465452556,0.966543340551709,"11q13.4",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10.2561102040561,"1",2037
"ENSG00000111058","ENSG00000111058","ACSS3","acyl-CoA synthetase short chain family member 3 ","12","q21.31",4,0.796808607851239,0.161173722898944,0.811766181895351,"12q21.31",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,10.0731827408904,"2",2198
"ENSG00000111275","ENSG00000111275","ALDH2","aldehyde dehydrogenase 2 family member ","12","q24.12",4,1.12664246723363,0.664178113596844,1.24224299455491,"12q24.12",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.74069235081406,"2",2231
"ENSG00000111424","ENSG00000111424","VDR","vitamin D receptor ","12","q13.11",4,1.1090663487572,1.48504982418456,1.64675475959863,"12q13.11",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.21777711802075,"2",2164
"ENSG00000111783","ENSG00000111783","RFX4","regulatory factor X4 ","12","q23.3",4,0.620750405818995,4.31196720207128,-1.4229432251534,"12q23.3",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,-0.659997239529039,"5+",2223
"ENSG00000112290","ENSG00000112290","WASF1","WAS protein family member 1 ","6","q21",4,-1.07436756990252,0.531388335908937,-1.11853509192156,"6q21",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,-4.20985940539442,"2",1285
"ENSG00000112531","ENSG00000112531","QKI","QKI, KH domain containing RNA binding ","6","q26",4,0.0587367290020993,1.07796777315297,0.284668539212846,"6q26",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.528157791545496,"2",1346
"ENSG00000113140","ENSG00000113140","SPARC","secreted protein acidic and cysteine rich ","5","q33.1",4,1.34741138031975,2.82533456101608,0.62428478198292,"5q33.1",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0.441919191161847,"1",1147
"ENSG00000113648","ENSG00000113648","H2AFY","H2A histone family member Y ","5","q31.1",4,-0.872634206860222,0.964162424635893,-0.706483988740561,"5q31.1",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,-1.46548749606656,"2",1122
"ENSG00000113721","ENSG00000113721","PDGFRB","platelet derived growth factor receptor beta ","5","q32",4,-0.0413716811271286,1.46022821719382,-0.174298799863379,"5q32",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.23872816291461,"2",1145
"ENSG00000114120","ENSG00000114120","SLC25A36","solute carrier family 25 member 36 ","3","q23",4,-0.824398602407413,1.2436116579263,-0.409493273372797,"3q23",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,-0.658554896559301,"5+",NA
"ENSG00000115112","ENSG00000115112","TFCP2L1","transcription factor CP2 like 1 ","2","q14.2",4,1.0698476764141,1.71590229437524,1.15632792537266,"2q14.2",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1.34777828453651,"5+",477
"ENSG00000115306","ENSG00000115306","SPTBN1","spectrin beta, non-erythrocytic 1 ","2","p16.2",4,0.83936946625718,1.6082137597883,0.223519496406043,"2p16.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.277972371577602,"2",413
"ENSG00000115414","ENSG00000115414","FN1","fibronectin 1 ","2","q35",4,0.0965001929700581,1.93868193668755,-0.456101095862138,"2q35",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.470526997988578,"1",564
"ENSG00000115756","ENSG00000115756","HPCAL1","hippocalcin like 1 ","2","p25.1",4,-0.818599125078732,0.812261389884786,-0.495358750567928,"2p25.1",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,-1.21970281177145,"5+",364
